Season,Player,Age,Team(s),Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Openness Rating,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Pull Up Talent,3PT Pull Up%,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable C&S 3PT%,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR
2020-21,De'Andre Hunter,23,ATL,678,SF,Movement Shooter,Wing Stopper,1.1,0.08,-0.52,0.6,4.11,4.48,102.76,17.02,6,81,238,96.83,41.26,51.2,2.66,3.14,3.89,,0.47,,21.37,1.58,106.08,45.78,111.27,50.34,121.23,60.58,52.25,348.72,1.14,0.29,0.21,-0.94,-0.11,0.16,-0.5,-0.58,-0.45,-0.37,-0.78,26.32,-0.37,0.02,-0.37,26.32,-0.58,-0.45,-0.37,-0.78,0.63,34.24,-0.71,38.31,25.19,0.14,-0.43,37.25,10.49,1.55,1.22,0.74,-0.07,66.67,36.88,39.57,37.79,38.4,36.79,34.7,4.76,0.23,-0.46,-1.63,-0.02,0.35,1.27,0.22,41.18,0.74,0.37,34.5,-0.05,15,0.21,-0.1,4.34,-0.65
2019-20,De'Andre Hunter,22,ATL,2018,SF,Movement Shooter,Chaser,0,-2.38,-1.31,-1.07,4.11,4.72,89.77,44.2,1,70,150,114.86,30.67,46.4,2.87,3.18,2.31,,0.12,,19.78,0.59,105.46,42.74,111.27,52.14,123.07,64.88,35.46,678.31,0.92,0.41,0.33,-0.59,-0.65,0.15,-1.55,-0.56,-0.62,-0.37,-0.72,18.6,-1.03,0.65,-1.03,18.6,-0.56,-0.62,-0.37,-0.72,1.06,34.19,-0.69,44.51,25.18,0.06,0.23,37.8,8.93,0.02,-0.19,0.48,0.05,73.68,34.38,26.2,37.64,40.2,34.53,32.63,6.6,0.63,-0.19,-1.13,-0.1,0.49,1.33,0.11,50,0.7,0.43,39.5,-0.3,27,0.3,-0.29,-1.32,-2.5
2023-24,De'Andre Hunter,26,ATL,1681,SF,Shot Creator,Wing Stopper,1.1,-1.41,-0.81,-0.6,4.11,4.69,95.5,31.28,1,83,240,90.62,34.14,44.8,5,3.16,4.17,17.61,,82.39,21.55,0.82,103.52,46.99,111.27,47.78,120.82,31.48,55.7,126.4,0,0.24,0.11,-1.02,-0.34,0.08,-0.97,-0.16,-0.14,-0.18,-0.45,33.33,-0.48,1.87,-0.48,33.33,-0.16,-0.14,-0.18,-0.45,1.06,44.01,-0.19,45.85,24.98,-0.17,0.46,38.69,9.39,0.66,0.39,0.4,-0.26,75,36.65,26.27,40,39.19,36.62,32.11,18.77,1.9,-0.4,0.04,-0.74,0.45,1.34,-0.05,35.48,0.54,-0.17,36.4,,23,0.37,-0.26,,
2022-23,De'Anthony Melton,24,PHI,2150,SG,Movement Shooter,Point of Attack,2.5,-0.57,-0.95,0.38,4.11,4.66,103.54,34.24,3,77,185,117.06,45.71,50.3,2.09,3.34,1.31,24.42,0.91,75.58,23.9,2.53,115.54,51.7,111.27,51.14,129.34,62.61,56.25,332.12,0,0.59,0.14,-0.93,-0.22,0.13,-0.65,0.39,0,0.23,0.16,32,-0.16,0.8,-0.16,32,0.39,0,0.23,0.16,1.1,41.74,0.04,61.9,25.76,0.1,0.89,39.36,2.73,-0.43,-0.87,0,-0.14,50,37.22,26.07,39.94,39.49,37.82,34.09,16.98,1.16,-0.82,0.64,-0.09,0.82,1.01,0,50.72,0.9,0.59,35.8,-0.12,70,0.98,0.59,1.13,-0.17
2021-22,De'Anthony Melton,23,MEM,1657,SG,Movement Shooter,Point of Attack,3.5,0.91,0.04,0.87,4.11,4.83,91.56,40.13,1,75,185,119.58,28,44.5,0.66,2.76,2.13,,0.16,,20.37,0.92,107.86,47.69,111.27,44.86,107.4,41.43,47.53,326.95,0.54,0.18,0.29,-1,-0.28,-0.04,-0.78,0.41,0.2,0.12,0.03,30.69,-0.08,1.06,-0.08,30.69,0.41,0.2,0.12,0.03,0.85,51.36,0.3,53.53,25.81,-0.13,0.87,38.31,5.15,0.5,-0.57,0,-0.24,65,35.79,38.98,36.53,38.7,35.71,33.96,0,0.41,-0.38,-0.62,0.37,1.11,1.27,0,45.31,0.88,0.11,46.6,-0.13,73,0.67,0.91,0.91,2.16
2020-21,De'Anthony Melton,22,MEM,1045,PG,Secondary Ball Handler,Chaser,2.7,1.57,0.6,0.97,4.11,4.77,97.48,23.47,7,78,195,123.97,30.56,58.7,2.68,2.92,2.2,,-0.01,,19.58,0.37,108.47,42.39,111.25,46.58,110.96,39.43,62.76,283.72,0,0.13,0.27,-0.2,0.06,0.05,-0.13,0.54,0.19,0.35,0.44,36.21,0.22,0.36,0.22,36.21,0.54,0.19,0.35,0.44,0.66,48.52,0.39,53.69,25.32,-0.15,0.66,39.9,3.33,-0.07,-0.49,0,0.26,37.5,34.95,27.89,36.93,37.78,34.95,33,0,0,-0.42,-0.47,0.23,0.97,1.27,0,46.67,0.58,0.46,39.2,-0.16,33,0.93,0.28,1.93,0.29
2019-20,De'Anthony Melton,21,MEM,1167,PG,Athletic Finisher,Point of Attack,3.1,1.75,0.03,1.72,4.11,5.19,99.31,50.34,6,72,175,122.13,32.63,46.9,2.06,3.25,3.25,,0.48,,20.66,1.4,112.64,48.46,111.25,43.44,119.45,44.77,47.7,172.14,0.95,-0.1,0.05,0.08,-0.32,-0.07,-1.08,-0.77,-0.11,-0.56,-1.54,17.5,-0.39,-1.12,-0.39,17.5,-0.77,-0.11,-0.56,-1.54,0.7,39.91,-0.92,34.91,25.86,0.08,-0.73,35.81,5.45,-0.59,-0.8,-0.13,-0.07,62.07,33.74,27.07,36.75,38.28,34.92,32.47,0,0,-0.56,-0.62,0.37,1.18,1.3,0,55.81,0.72,0.57,45.6,-0.08,45,0.95,0.71,2.1,0.09
2018-19,De'Anthony Melton,20,PHO,984,PG,Primary Ball Handler,Point of Attack,0.6,-1.36,-2.09,0.74,4.11,4.63,94.81,26.08,0,82,239,98.9,36.84,51.4,5.49,4.13,1.79,,0.21,,20.21,0.68,117.41,58.95,111.25,45.93,112.06,44.14,50.55,62.29,0.6,0.4,0.25,-0.34,-0.5,0.2,-1.43,-0.84,-0.59,-0.49,-1.27,10,-0.86,0.31,-0.86,10,-0.84,-0.59,-0.49,-1.27,1.8,34.84,-0.96,37.11,25.17,0.32,-0.56,36.78,1.65,-0.08,-0.73,0,-0.04,75,32.72,48.28,36.39,41.91,33.03,31.52,19.22,0.66,-0.87,-0.95,0.29,1.21,1.41,0,64,0.5,-0.05,44.5,-0.43,49,0.69,0.39,0.37,-2.51
2023-24,De'Anthony Melton,25,PHI,1023,SG,Secondary Ball Handler,Point of Attack,2.16,0.91,0.36,0.56,4.11,4.37,86.83,19.83,7,81,250,96.09,30,47.9,2.83,2.98,2.06,20.63,,79.37,21.72,0.52,105.44,46.9,111.24,46.53,113.57,44.07,48.59,180.78,0,0.3,-0.03,-0.61,0.16,0.05,-0.1,0.07,0.39,-0.18,-0.45,38.1,0.4,0.71,0.4,38.1,0.07,0.39,-0.18,-0.45,0.49,49.49,0.01,59.44,25.82,-0.14,0.01,37.02,7.89,-0.82,-0.66,0,-0.31,57.14,34.66,26.35,37.65,38.76,34.8,32.01,18.6,0.45,-0.54,0.43,0.43,0.62,0.89,0,67.86,0.74,0.5,40.9,,35,0.89,0.26,,
2022-23,Dean Wade,26,CLE,891,PF,Stationary Shooter,Helper,0.6,-1.36,-2.82,1.46,4.11,4.88,101.65,31.23,10,76,190,122.79,25,46.1,2.36,3.76,1.18,15.5,-0.05,84.5,21.09,0.41,108.36,42.96,111.24,46.29,120.12,50.51,36.12,438.46,0.6,0.32,0.21,-0.04,-0.01,0.07,-0.28,-0.55,-1.02,-0.28,-0.74,50,-0.69,0.31,-0.69,50,-0.55,-1.02,-0.28,-0.74,1.56,19.78,-1.15,71.75,24.84,0.32,-0.01,36.25,11.48,-0.75,-0.92,0,0.01,75,32.91,37.91,34.87,38.91,33.02,30.9,0,0,-0.9,-0.93,-0.77,0.39,0.63,0,30,0.45,0.22,43.7,-0.07,18,0.42,0.53,1.74,-2.78
2021-22,Dean Wade,25,CLE,980,PF,Athletic Finisher,Wing Stopper,1.1,-0.66,-1.85,1.19,4.11,4.77,102.79,37.53,5,79,230,123.71,33.79,57.7,0.82,3.39,1.19,,0.29,,20.54,0.99,107.82,39.47,111.24,45.12,121.53,38.89,61.22,773.81,5.15,-0.35,-0.03,-0.68,-0.02,-0.04,-0.26,-0.37,-0.96,-0.06,-0.31,25,-0.62,-0.32,-0.62,25,-0.37,-0.96,-0.06,-0.31,0.73,21.83,-0.9,65.44,25.17,0.11,0.23,36.08,4.84,-0.86,-0.46,0.11,0.02,55,34.22,25.31,36.89,38.04,34.29,31.64,0,0,-0.38,-1.18,-0.77,0.33,0.57,0,38.71,0.61,0.58,41.6,0.07,17,0.46,-0.04,-0.66,1.69
2020-21,Dean Wade,24,CLE,1212,PF,Athletic Finisher,Helper,1,-1.12,-1.01,-0.11,4.11,4.91,87.93,19.62,3,79,205,106.77,40,53.6,0.25,2.39,1.07,,-0.21,,18.38,-0.39,99.81,35.83,111.23,46.3,117.97,37.55,46.05,257.67,0.91,0.05,0.32,0.06,-0.09,0.15,-0.52,-0.17,-0.89,-0.04,-0.27,25,-0.61,0.16,-0.61,25,-0.17,-0.89,-0.04,-0.27,0.16,24,-0.8,68.49,25.25,0.1,0.62,37.46,1.16,-0.73,-0.68,0.03,-0.05,63.33,34.11,28.27,35.71,37.51,34.19,33,0,0,-0.94,0.68,-0.89,0.43,0.67,-0.03,57.89,0.6,0.12,46.2,-0.05,28,0.21,0.41,-0.42,-1.87
2019-20,Dean Wade,23,CLE,71,PF,Low Minute,Helper,0.1,-0.45,-1.21,0.76,4.11,4.66,98.77,25.61,7,76,200,85.42,20,43.8,0,3.85,0.96,,-0.44,,18.12,-1.84,103.15,37.14,111.23,55.62,122.7,70.58,37.42,847.06,0,0.25,0.12,-1.23,0,0,0,-0.73,-1.1,0.01,-0.11,0,0,0,0,0,-0.73,-1.1,0.01,-0.11,0.41,18.75,-0.89,30.77,24.62,-0.03,-0.96,37.2,0,0,-0.77,0,0,100,34.01,25.06,37.03,39.41,34.67,32.9,4.12,0.16,-1.32,0.97,-0.58,0.82,1.17,0,66.67,0.25,0.94,53.3,-0.29,2,0,-1.3,-0.56,-0.6
2023-24,Dean Wade,27,CLE,1108,PF,Movement Shooter,Wing Stopper,1.83,0.18,-1.29,1.47,4.11,3.98,89.78,16.42,7,79,210,,,50.3,3.34,3.12,1.24,17.23,,82.77,22.17,0.85,101.28,38.24,111.22,32.05,139.81,16.67,39.86,16.23,0,-0.04,-0.06,-0.43,0.23,0.14,0.33,-0.04,-0.98,0.13,0.04,83.33,-0.42,0.48,-0.42,83.33,-0.04,-0.98,0.13,0.04,0.94,25.67,-0.63,87.07,24.94,0.09,0.6,37.92,2.44,0,-0.96,-0.87,-0.05,85.71,36.57,44.65,38.21,38.63,36.54,33,9.34,0.33,-0.97,-0.15,-0.85,0.26,0.65,0,40.54,0.69,1.22,41.4,,22,0.6,0.85,,
2022-23,Deandre Ayton,24,PHO,2036,C,Post Scorer,Anchor Big,2.1,-0.76,-1.29,0.52,4.11,4.6,87.89,23.85,6,78,195,126.32,33.33,48.6,4.37,3.46,3.02,13.15,-0.01,86.85,19.36,-0.03,91.67,28.61,111.22,54.39,126,71.6,26.54,178.15,0,0.72,-0.01,-1.23,0.07,0.3,-0.04,-0.9,-0.78,-0.11,-0.49,100,-0.54,0.17,-0.54,100,-0.9,-0.78,-0.11,-0.49,0.11,30.21,-0.67,2.71,25.98,0.28,-1.29,36.01,14.81,-0.55,0.75,0.18,-0.06,64.16,34.6,25.48,36.67,39.29,34.64,31.45,23.81,0.04,-0.13,0.61,-0.76,0.37,1.76,-0.13,69.19,2.57,0.36,34.8,0.39,27,0.18,1.93,-0.12,-2.25
2021-22,Deandre Ayton,23,PHO,1713,C,Post Scorer,Anchor Big,3.8,1.07,0.41,0.66,4.11,4.79,95.94,28.09,4,82,228,90.51,26.67,52.2,2.92,3.02,2.55,,0.28,,19.81,0.81,91.46,30.68,111.22,45.49,113.72,35.87,53.72,234.83,1.11,0.19,0.19,0.11,-0.08,0.22,-0.39,-0.9,-1.1,0.05,-0.12,0,-0.79,0.37,-0.79,0,-0.9,-1.1,0.05,-0.12,0.88,36.18,-0.31,2.73,25.74,0.54,-1.09,36.09,7.41,0.57,1.55,0.28,0.01,69.54,33.92,26.45,35.79,37.35,33.93,30.6,20.06,0.31,-0.7,-0.18,-1.42,0.39,1.52,0.35,68.46,2.57,0.25,34.3,0.31,32,0.17,2.08,1.07,1.08
2020-21,Deandre Ayton,22,PHO,2115,C,Post Scorer,Anchor Big,4.9,1.16,0.6,0.55,4.11,4.69,96.55,42.1,1,77,185,103.35,36,41.3,2.46,3.47,2.89,,0.3,,20.41,1.02,92.63,29.86,111.22,47.88,124.55,59.21,54.42,75.26,0.72,-0.1,0.05,-0.37,0,0,0,-1.11,-1.08,-0.24,-0.89,0,0,0,0,0,-1.11,-1.08,-0.24,-0.89,0.42,28.75,-0.95,2.91,25.87,0.39,-1.35,36.98,13.33,-0.7,-0.01,0.21,0.01,73.08,34.73,35.19,37.52,38.53,34.75,32,0,0,-0.81,0.35,-0.86,0.3,1.51,-0.01,71.93,3.3,0.31,36.3,0.71,34,0.12,1.73,0.99,-0.01
2019-20,Deandre Ayton,21,PHO,1236,C,Post Scorer,Anchor Big,2.4,0.62,0.06,0.55,4.11,5.04,92.82,46.74,1,73,170,114.84,33.33,41,2.75,3.41,2.68,,0.13,,19.9,0.63,95.34,34.03,111.21,41.43,116.61,39.26,55.79,295.16,0,-0.03,0.1,-1,-0.03,-0.01,-0.3,-1.01,-1.08,-0.12,-0.48,0,-0.64,-0.31,-0.64,0,-1.01,-1.08,-0.12,-0.48,-0.07,24.04,-0.91,2.29,25.23,0.27,-1.24,36.37,15.79,-0.84,-0.21,0.03,-0.15,60,34.11,28.18,36.13,38.57,34.19,33.78,5.26,0.25,-0.4,-0.03,-0.74,0.55,1.71,-0.61,72.79,3.87,0.11,35,0.43,16,0.29,1.54,2.98,-1.21
2018-19,Deandre Ayton,20,PHO,2183,C,Post Scorer,Anchor Big,2.1,-0.88,-0.65,-0.23,4.11,5.18,102.26,33.37,8,76,190,,,47.2,3.99,3.47,3.29,,0.3,,20.74,0.96,94.62,34.56,111.21,57.3,127.37,79.88,38.16,119.38,0,0.66,0.3,-1.63,-0.02,0,-0.28,-0.91,-1.21,0.01,-0.28,0,-0.61,-0.04,-0.61,0,-0.91,-1.21,0.01,-0.28,-0.62,31.25,-0.59,0.46,25.73,-0.08,-1.17,36.58,8,-0.59,0.14,0.33,-0.05,67.11,35.26,25.13,38.72,41.6,35.24,33.25,13.84,0.46,0.04,-0.76,-0.88,0.42,1.64,0.5,69.96,3.14,0.32,41.2,0.82,50,0.18,1.73,-1.68,-0.62
2023-24,Deandre Ayton,25,POR,1784,C,Post Scorer,Mobile Big,1.56,-1.07,-1.31,0.24,4.11,4.5,87.96,33.94,3,77,200,,,55.3,1.91,2.29,1.64,14.11,,85.89,20.66,0.25,88.24,26.77,111.21,46.83,105.72,54.17,50.95,55.18,1.52,-0.21,0.01,-1.2,0,0,0,-1.12,-1.17,-0.18,-0.7,0,0,0,0,0,-1.12,-1.17,-0.18,-0.7,0.27,20.83,-1.18,1.34,29.04,0.29,-1.42,37.1,2.41,-0.49,1.3,0.08,-0.18,64.23,34.67,25.69,37.92,39.3,35.31,32.25,10.84,0.93,-0.83,-0.74,-0.19,0.38,1.65,-0.3,57.95,3.2,0.45,34.6,,42,0.29,1.63,,
2022-23,DeAndre Jordan,34,DEN,586,C,Roll + Cut Big,Anchor Big,0.2,-1.9,-2.63,0.73,4.11,4.27,91.23,23.51,12,77,205,129.45,20,59,1.37,4.51,3.37,11.88,-0.46,88.12,18.56,-0.78,91.18,28.38,111.2,40.21,116.78,35.37,35.95,388.05,0,0.6,0.54,-0.57,0,0,0,-0.93,-1.35,0.04,-0.01,0,0,0,0,0,-0.93,-1.35,0.04,-0.01,-0.61,12.5,-1.03,0.87,26.9,-0.01,-1.19,37.24,0,-0.86,-0.89,-0.43,0,73.68,35.18,47.83,36.81,37.34,35.23,33.25,11.24,0.63,-0.94,-0.58,-0.81,0.65,2.04,-0.06,63.46,1.33,0.33,45.7,0.23,9,0.19,1.13,-2.06,-4.91
2021-22,DeAndre Jordan,33,LAL/PHI,622,C,Athletic Finisher,Anchor Big,0.5,-1.05,-2.05,1,4.11,5.09,98.47,41.57,3,75,207,116.5,60,50.8,0.48,4.14,2.51,,-0.31,,18.52,-0.21,93.6,33.03,111.2,34.59,106.29,50,58.19,25.67,0,0.01,-0.09,-0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,0,-1.1,-0.08,0,71.43,33.79,25.83,34.61,36.05,33.98,33.45,0,0,0.18,-0.4,-0.5,0.71,1.39,-0.04,68.67,1.73,-0.15,36.4,0.04,7,0.29,0.74,-1.05,-1.67
2020-21,DeAndre Jordan,32,BRK,1246,C,Roll + Cut Big,Mobile Big,2.1,0.25,-0.96,1.21,4.11,4.56,97.93,28.26,2,82,237,90.26,27.35,53,0.88,3.39,2.46,,0.11,,20.37,0.63,93.2,30.18,111.2,43.89,118.29,36.67,45.13,26.36,0,0.6,0.18,-1.57,0,0,0,-1.03,-1.35,-0.07,-0.34,0,0,0,0,0,-1.03,-1.35,-0.07,-0.34,-0.79,12.5,-1.23,0.4,28.5,-0.07,-1.25,37.85,25,-0.86,-1.03,2.12,0,79.05,35.42,25.31,36.53,36.19,36.08,32.48,16.72,0.07,-1.69,-0.28,-0.33,0.55,1.8,-0.02,62.39,2.05,0.15,29.2,0.65,10,0.2,0.36,-0.7,-3.04
2019-20,DeAndre Jordan,31,BRK,1234,C,Roll + Cut Big,Anchor Big,2.3,0.48,-1.25,1.73,4.11,4.76,,22.62,4,78,215,114.84,31.32,78.78,0.57,3.3,3.71,,-0.33,,18.57,-0.52,87.55,23.42,111.2,47.03,115.93,58.33,58.96,124.28,1.02,-0.14,0.09,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,-0.93,1.11,-0.01,72.45,35.87,28.62,37.85,39,35.88,34,0,0,-0.15,-0.07,0.01,0.81,1.34,0.02,68.79,2.52,0.05,26.1,0.22,8,0.29,1.4,1.8,-1.55
2018-19,DeAndre Jordan,30,DAL/NYK,2047,C,Post Scorer,Mobile Big,3.7,0.39,-1.71,2.09,4.11,4.72,,40.5,4,74,185,116.84,31.8,67.41,1.71,2.99,4.45,,0.22,,20.45,0.8,90.68,26.68,111.19,46.9,112.09,42.57,54.07,295.52,1.57,-0.17,0.02,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,37,20,-1.05,-1.36,0.46,0.01,62.5,34.02,44.85,35.17,37.26,34.19,33.77,19.68,0.05,-0.03,-0.43,-0.37,0.87,1.78,-0.09,60.44,3.26,0.1,32.1,0.27,30,0.21,2.81,0.7,-2.23
2017-18,DeAndre Jordan,29,LAC,2424,C,Roll + Cut Big,Anchor Big,4.9,0.71,-0.3,1.01,4.11,4.26,,23.03,4,77,225,111.61,37.02,73.42,2.02,3.11,4.46,,0.04,,20.65,0.62,92.75,30.61,111.19,36.92,118.86,32.03,48.1,456.91,2.37,-0.08,0.06,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,10,-1.13,-1.81,-0.06,0,75.94,32.1,48.12,33.65,36.64,32.29,30.55,14.55,1.08,-0.64,-1.21,-0.76,0.72,1.37,-0.29,68.09,4.27,0.1,32.4,0.4,26,0.2,3.78,-0.95,-0.86
2016-17,DeAndre Jordan,28,LAC,2571,C,Roll + Cut Big,Mobile Big,10.4,3.8,1.09,2.71,4.11,4.99,,30.19,1,78,225,113.08,37.46,81.68,1.24,3.11,4.92,,-0.05,,19.98,0.33,89.07,25.77,111.19,46.1,118.74,40.75,55.33,214.09,0.43,0.33,0.3,-0.2,0,0,0,-0.77,-0.86,-0.02,-0.27,0,0,0,0,0,-0.77,-0.86,-0.02,-0.27,-0.2,12.5,-1.12,0.35,24.85,0.02,-1.04,36.72,33.33,-0.82,-0.97,0.26,0.01,77.18,31.98,26.63,33.88,39.31,32.27,30.97,10.63,1.34,-0.91,-1.95,-1.17,0.44,1.25,-0.01,68.46,3.68,0.1,38.9,0.52,36,0.22,2.41,1.56,1.62
2015-16,DeAndre Jordan,27,LAC,2598,C,Roll + Cut Big,Anchor Big,12.3,4.76,1.19,3.56,4.11,4.72,,27.68,5,81,190,105.37,38.95,86.63,1.31,3,6.73,,-0.32,,19.4,-0.2,90.33,26.91,111.18,45.01,115.75,38.31,62.69,"1,040.19",2.14,-0.18,0.18,0.51,0,0,0,-0.72,-1.33,0.07,-0.06,0,0,0,0,0,-0.72,-1.33,0.07,-0.06,-0.52,12.5,-1.06,0.2,29,-0.1,-0.9,36.86,17.65,-1,-0.86,0.1,-0.01,81.38,34.11,28.15,35.87,38.28,34.3,33.77,6.67,0.46,-0.66,-1.18,-0.83,0.39,1.21,-0.07,68.16,3.47,0.11,42.3,0.63,33,0.26,2.27,1.94,1.05
2014-15,DeAndre Jordan,26,LAC,2821,C,Roll + Cut Big,Mobile Big,11.8,3.87,1.16,2.71,4.11,4.92,,36.22,3,79,225,112.37,43.5,85.41,2.16,3.33,5.11,,-0.44,,19.79,-0.22,93.06,31.03,111.17,43.94,112.35,56.67,41.54,3.02,0,-0.07,0,0,0.1,0.49,0.01,-0.52,-0.52,0.13,0.05,33.33,-0.43,-0.8,-0.43,33.33,-0.52,-0.52,0.13,0.05,-1.21,20.83,-0.68,0.75,29.8,-0.11,-0.82,35.86,0,0,-0.97,0.29,0,83.67,33.93,26.51,35.92,37.13,34.83,32.49,0,0,-0.59,-0.62,-0.6,0.34,1.19,-0.1,69.02,4.84,0.09,44,0.9,62,0.26,2.76,1.19,3.36
2013-14,DeAndre Jordan,25,LAC,2871,C,Roll + Cut Big,Anchor Big,11.2,3.46,0.54,2.93,4.11,5.33,,27.72,6,76,190,114.19,40.74,78.52,4.01,3.48,4.07,,-0.43,,20.08,-0.05,96.78,36.48,111.17,48.74,121.57,56.39,64.44,286.99,1.62,0.08,-0.18,-1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,-0.98,-1.26,0.11,0,79.27,35.01,25.87,36.31,37.04,35.26,33.64,14.63,0.21,-0.6,0.35,0.16,0.41,1.25,-0.09,66.16,4.04,0.02,45.2,1.6,62,0.24,2.12,1.11,0.68
2023-24,DeAndre Jordan,35,DEN,396,C,Athletic Finisher,Anchor Big,0.28,-1.31,-1.44,0.13,4.11,4.69,,18.91,2,84,245,85.95,33.19,63.66,2.27,5.39,4.62,11.5,,88.5,19.62,-0.96,86.33,23.88,111.17,52.67,111.93,58.28,56.64,"1,002.82",2.35,-0.7,-0.52,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,0,-0.9,0.09,0,68,35.42,27.45,36.63,38.07,35.69,33.43,9.68,0.09,-0.25,0.38,0.13,0.41,1.62,0,77.78,1.5,-0.15,36.8,,4,0.19,-0.29,,
2017-18,DeAndre Liggins,29,MIL/NOP,723,SG,Stationary Shooter,Wing Stopper,-0.1,-2.59,-2.87,0.28,4.1,4.68,,27.69,1,79,195,118.42,23.33,78.5,3.18,4.2,1.56,,0.39,,21.33,1.32,113.99,51.64,111.16,50.78,109.18,53.03,24.79,1.44,0,-0.36,-0.07,-1.29,0.03,0.24,-0.06,-0.61,-0.64,-0.16,-0.75,16.67,-0.37,1.03,-0.37,16.67,-0.61,-0.64,-0.16,-0.75,2.93,20.19,-1.16,50,48.97,0.78,-0.66,37.64,1.3,-0.62,-0.63,0,0,0,34.6,29.15,36.64,38.13,34.64,33,0,0,-0.28,0.02,-0.48,0.52,0.81,0,28.57,0.12,0.91,40.6,0.05,28,0.46,-0.16,-1.43,-3.59
2016-17,DeAndre Liggins,28,CLE/DAL,776,SG,Stationary Shooter,Wing Stopper,0,-2.32,-3.14,0.82,4.1,4.28,,21.12,1,78,216,111.45,27.06,80,1.16,3.94,2.34,,0.5,,21.08,1.39,112.38,49.09,111.16,44.75,110.59,36.46,48.94,126.12,0.3,0.56,0.6,-1.08,0.02,0.1,-0.23,-0.55,-0.75,-0.08,-0.45,25,-0.44,-0.19,-0.44,25,-0.55,-0.75,-0.08,-0.45,2.67,17.61,-1.03,32.39,50.36,0.69,-0.61,37.4,4.9,-0.72,-0.87,1,-0.13,54.55,35,27.99,38,39,36,33,0,0,-0.67,,0.22,0.7,1.35,0.05,35,0.32,1.96,29.8,-0.07,24,1.11,-0.21,1.88,-3.61
2013-14,DeAndre Liggins,25,MIA,1,SG,Low Minute,Chaser,0,-1.37,-0.84,-0.53,4.1,4.88,,32.47,4,77,205,111.84,31.11,71,0,0,0,,-0.09,,19.39,1.42,,,111.15,37.17,113,34.65,32.44,24.89,0,0.66,0.04,-1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,0,0,0,0,0,34.46,27.14,36.64,39.34,34.52,33,0,0,-0.13,0.34,0.12,0.76,1.46,0,0,1,0.88,,-1.28,,0,-2.07,-28.55,53.23
