Season,Player,Age,Team(s),Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Openness Rating,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Pull Up Talent,3PT Pull Up%,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable C&S 3PT%,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR
2013-14,Nene,31,WAS,1560,PF,Low Minute,Helper,3.3,0.82,-0.98,1.81,3.82,4.6,102.47,33.86,3,83,242,96.72,46.36,64.6,2.44,4.03,6.26,,-0.16,,20.06,0.2,105.04,42.05,99.69,44.16,98.71,47.48,48.49,212.61,0,0.36,0.19,-1.52,-0.02,-0.07,-0.26,-0.82,-1.22,-0.03,-0.26,0,-0.62,-0.63,-0.62,0,-0.82,-1.22,-0.03,-0.26,-1.39,42.5,0.01,0.84,25.72,0.02,-0.92,37.8,14.14,-0.71,-0.37,0,0,0,33.9,26.55,36.79,38.32,33.99,31.7,9.65,1.15,-0.59,-0.85,0.22,0.65,2.1,0,53.85,1.23,0,35.2,-0.37,41,0.57,-0.16,3.76,-2.15
2022-23,Nerlens Noel,28,DET/BRK,195,C,Athletic Finisher,Anchor Big,0.2,-1.03,-1.76,0.73,3.82,4.34,98.81,19.81,6,81,222,96.71,46.73,57.5,7.19,5.79,2.9,13.55,0.12,86.45,21.31,0.86,104.66,46.29,99.69,40.31,100.6,46.25,40.44,201.16,0,0.48,-0.09,-1.16,0,0,0,-0.9,-1.27,0.02,-0.11,0,0,0,0,0,-0.9,-1.27,0.02,-0.11,-0.21,25,-0.66,5.56,27.05,0.02,-1.18,37.1,25,-0.85,-0.9,0,0,45.45,36.24,26.41,38.25,39.24,36.13,34.01,10.81,0.73,0.49,-0.95,-0.52,0.62,1.52,0,50,0.59,0.42,50,0.03,9,1.25,-1.04,0.34,-4.29
2021-22,Nerlens Noel,27,NYK,562,C,Athletic Finisher,Anchor Big,0.6,-0.72,-3.25,2.53,3.82,4.77,100.99,26.5,4,84,240,86.55,28.75,74.7,5.16,4.47,3,,-0.06,,18.91,0.23,100.22,42.26,99.68,43.89,102.73,52.39,32.23,"1,406.57",0,-0.05,0,0,0,0,0,-1.07,-1.31,-0.04,-0.23,0,0,0,0,0,-1.07,-1.31,-0.04,-0.23,0.59,12.5,-1.18,5,29.83,0.38,-1.37,35.73,0,-0.51,-0.7,0,0,56.52,33.84,25.98,36.88,38.29,34.88,32.48,10.87,0.97,-0.22,-2.22,-0.33,0.31,1.13,0,72.92,1.92,0.1,48.4,-0.05,15,1,0.03,-0.72,0.22
2020-21,Nerlens Noel,26,NYK,1547,C,Athletic Finisher,Anchor Big,1,-1.33,-3.83,2.5,3.82,4.41,96.26,19.99,11,80,235,106.5,46.38,79.6,3.94,4.34,2.24,,-0.11,,19.43,0.1,104.12,42.93,99.68,42.16,101.94,50.67,18.04,194.61,0,0,0,0,-0.06,-0.05,-0.4,-0.97,-0.92,-0.11,-0.48,0,-0.63,-0.61,-0.63,0,-0.97,-0.92,-0.11,-0.48,-0.39,20.83,-1.02,1.35,24.6,0.15,-1.28,37.71,11.11,-0.91,-1.07,0,0,59.74,35.35,28.57,37.1,39,35.31,33.22,0,0,-0.74,,-1.37,0.49,1.15,0,60.56,2.22,0.08,54.8,0.41,35,0.86,-0.19,2.7,-2.55
2019-20,Nerlens Noel,25,OKC,1127,C,Roll + Cut Big,Mobile Big,2.6,1.12,-1.34,2.46,3.82,4.67,101.41,41.59,3,77,205,101.33,46.67,69.8,3.9,5.46,3.45,,0.07,,19.11,0.29,97.1,35.57,99.66,40.82,98.87,43.31,64.98,468.37,1.44,-0.14,-0.14,-0.51,0,0,0,-0.96,-1.27,0.01,-0.16,0,0,0,0,0,-0.96,-1.27,0.01,-0.16,0.37,12.5,-1.12,1.12,31.7,0.44,-1.2,37.1,4.76,-0.37,-0.9,0.34,0.02,69.32,34.49,29.47,36.44,37.79,34.54,32.89,0,1.34,-0.45,0,-0.91,0.7,1.45,0.04,67.03,1.49,0.26,50.5,0.54,21,1.25,-0.24,2.07,-1.63
2018-19,Nerlens Noel,24,OKC,1055,C,Roll + Cut Big,Mobile Big,1.9,0.37,-1.97,2.34,3.82,4.01,92.45,17.65,2,89,311,86.13,25,60.7,1.23,5.66,3.44,,-0.13,,19.31,-0.1,103.55,41.16,99.66,43.26,103.92,52.07,14.6,203.7,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,37,21.05,-0.76,-0.98,0,-0.06,68.75,35.01,25.8,36.82,40.35,35.07,33.98,10.1,0.03,-0.19,0.08,-0.45,0.51,1.16,-0.06,66.14,1.65,0.07,50.8,0.44,26,1.36,0.06,3.05,-2.69
2017-18,Nerlens Noel,23,DAL,472,C,Roll + Cut Big,Anchor Big,0.6,-0.29,-2.9,2.61,3.82,4.55,98.42,24.63,4,82,248,90.6,37.25,47.9,0.64,4.68,3.25,,0.32,,20.88,1.21,90.81,26.19,99.66,36.8,99.96,40.29,33.08,215.98,0,0.47,-0.14,-1.36,-0.01,-0.04,-0.16,-0.96,-1.32,-0.02,-0.25,0,-0.65,-0.65,-0.65,0,-0.96,-1.32,-0.02,-0.25,-0.61,12.5,-1.17,0.95,27.5,0,0,38,0,-0.34,-0.78,-0.94,-0.13,70.97,34.48,26.23,34.81,37.53,34.51,34.55,20.44,2.01,-1.04,0.45,-0.44,0.73,1.34,0,79.17,1.6,0.03,39.7,0.55,13,1.43,2.1,3.52,-5.16
2016-17,Nerlens Noel,22,PHI/DAL,1047,C,Roll + Cut Big,Anchor Big,3.1,2.07,-0.41,2.48,3.82,4.7,99.28,24.8,12,76,207,110.01,31.43,66.5,3.34,4.53,4.02,,-0.01,,20.13,0.51,94.41,32.38,99.64,39.76,102.21,50,46.14,231.77,0.92,-0.06,0,-0.95,-0.02,0.06,-0.35,-0.74,-0.83,0.01,-0.17,0,-0.54,-0.82,-0.54,0,-0.74,-0.83,0.01,-0.17,-0.77,0,0,0.32,33.3,0,0,37,11.11,-0.8,-0.87,0.47,0.07,62.64,34.94,25.68,35.18,39.76,35.29,36.89,24.34,2.32,-1.03,1.96,-0.04,0.41,1.44,0.09,60.22,1.82,0.1,52.8,0.48,36,1.04,0.15,2.03,-1.26
2015-16,Nerlens Noel,21,PHI,1965,C,Roll + Cut Big,Anchor Big,2.4,-0.5,-2.36,1.86,3.82,4.21,,37.62,3,81,255,98.31,45.15,67.2,4.22,3.63,3.69,,-0.2,,19.68,0.01,95.75,31.84,99.64,43.57,98.98,46.93,38.57,516.64,0,0,0,0,0,0,0,-0.67,-1.33,0.12,0.09,0,0,0,0,0,-0.67,-1.33,0.12,0.09,-0.01,12.5,-0.98,0.34,34.7,0.02,-0.86,37.1,10.53,-0.63,-1.72,-0.03,-0.46,60.87,39.87,25.77,40.36,37.77,39.72,35.31,26,2.28,-0.74,1.44,-0.11,0.83,2.03,-0.3,65.58,2.3,0.2,51.7,0.15,62,1.06,0.53,1.46,-4.08
2014-15,Nerlens Noel,20,PHI,2311,C,Post Scorer,Mobile Big,2.3,-0.77,-3.8,3.03,3.82,4.53,,36.9,1,73,192,115.55,33.33,57.3,3.33,3.42,3.66,,-0.38,,19.69,-0.2,98.35,34.27,99.63,35.97,95.31,37.18,7.69,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,14.81,-0.86,-2,-0.05,-0.3,55.47,40.1,25.75,42.9,43.53,39.95,34.1,27.22,2.44,-0.43,-0.13,-0.1,0.68,1.69,-0.58,57.07,2.45,0.07,52.3,0.66,74,0.97,0.14,2.68,-4.3
2022-23,Nic Claxton,23,BRK,2271,C,Roll + Cut Big,Mobile Big,9,3.85,0.64,3.21,3.82,4.71,,22.62,2,79,215,110.55,44,71.7,4.1,3.49,3.62,14.84,0.09,85.16,20.24,0.37,99.61,39.21,99.63,41.86,99.31,46.4,19.01,148.2,0,0.09,0,0,-0.09,0.14,-0.42,-1.01,-1.31,-0.05,-0.32,0,-0.76,0.18,-0.76,0,-1.01,-1.31,-0.05,-0.32,0.1,25,-0.77,0.34,22.65,0.04,-1.21,36.86,11.9,-0.56,-0.5,0.09,0.01,69.42,34.18,27.25,36.28,37.98,34.25,32.9,25.64,2.01,-0.76,-0.1,-1.16,0.34,1.27,0.02,66.3,2.42,0.38,44,0.4,47,0.29,1.52,2.58,-0.46
2021-22,Nic Claxton,22,BRK,974,C,Roll + Cut Big,Mobile Big,1.3,-0.34,-0.93,0.59,3.82,4.3,,30.39,3,78,221,121.32,28.42,71.9,1.23,4.15,3.4,,0.26,,19.68,0.71,106.13,48.01,99.62,40.61,104.71,51.36,50.94,95.69,1.63,0.42,0.02,-1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,13.79,-1.06,-0.69,0.01,0.01,73.63,37.61,25.9,38.8,40.07,37.65,36.26,14.53,1.22,-0.62,1.99,-0.99,0.23,1.28,-0.03,72.53,1.94,0.16,33.5,0.07,17,0.26,0.62,-0.34,1.02
2020-21,Nic Claxton,21,BRK,594,C,Roll + Cut Big,Mobile Big,1.6,1.74,-0.76,2.5,3.82,4.67,,44.37,4,76,215,118.55,34.4,67.3,1.51,4.21,3.35,,-0.06,,19.77,0.14,111.04,54.76,99.62,45.01,98.51,45.8,28.12,39.74,0,0.81,-0.02,-1.55,0,0,0,-0.99,-1.2,-0.09,-0.47,0,0,0,0,0,-0.99,-1.2,-0.09,-0.47,0.23,12.5,-1.3,3.45,24.32,0.12,-1.24,37.66,14.29,-0.69,-0.64,1.07,-0.31,72,35.35,26.82,37.2,37.58,35.31,30.9,0,1.5,0,-0.48,-0.48,0.39,0.96,0.07,69.77,1.34,0.32,36.6,0.31,12,0.68,1.17,6.67,-2.09
2019-20,Nic Claxton,20,BRK,187,C,Athletic Finisher,Anchor Big,0.1,-1.72,-1.69,-0.03,3.82,4.84,,50.82,1,75,174,110.14,43.78,61.7,0,2.63,3.57,,-0.29,,18.58,-0.73,90.63,27.27,99.62,37.41,98.97,42.5,40.23,256.43,0,0.66,-0.1,-0.89,-0.05,0.04,-0.39,-0.87,-1.1,-0.08,-0.45,0,-0.66,-0.1,-0.66,0,-0.87,-1.1,-0.08,-0.45,-0.18,19.64,-1.03,14.58,23.99,0.21,-1.11,36.68,0,-0.76,-0.32,1.23,0,71.43,35.42,27.02,35.75,38.41,35.57,35.24,2.44,0.46,-0.2,-0.72,0.11,0.31,1.47,0.2,68.42,1.27,0.14,40.2,-0.04,1,0,-1.37,0.66,-1.7
2023-24,Nic Claxton,24,BRK,2116,C,Roll + Cut Big,Mobile Big,5.28,1.52,-0.8,2.32,3.82,4.65,,33.64,3,77,206,107.02,46.67,70.3,3.03,3.11,4.23,14.26,,85.74,20.29,-0.13,96.98,35.01,99.62,36.19,95.17,38.89,7.69,0.25,0,0,0,0,-0.06,-0.07,-0.45,-1.04,-1.23,-0.07,-0.4,0,-0.72,-0.93,-0.72,0,-1.04,-1.23,-0.07,-0.4,0,17.5,-1.15,0.86,23.94,0.3,-1.31,37.8,9.77,-0.91,-0.66,0.45,-0.04,63.64,33.53,25.95,38.03,40.71,34.4,32.22,12.11,1.36,-0.21,-1.13,-1.81,0.31,1.36,0.11,62.69,2.72,0.2,42.6,,34,0.21,1.85,,
2014-15,Nick Calathes,25,MEM,838,SG,Athletic Finisher,Wing Stopper,1.8,0.85,-0.68,1.53,3.82,4.66,,29.9,4,76,187,119.37,26.67,69.8,1.31,4.66,2.09,,0.65,,21,1.49,111.21,56.56,99.62,45.24,102.55,53.93,11.55,143.91,0,0,0,0,-0.07,0.29,-0.33,-0.57,0.05,-0.29,-1.05,27.27,-0.24,0.93,-0.24,27.27,-0.57,0.05,-0.29,-1.05,1.81,35.17,-0.68,17.41,24.81,0.47,-0.84,35.03,3.54,0.34,-0.48,0,-0.38,65,34.22,37.92,37.07,39.14,34.29,33.45,7.89,0.46,-0.72,-0.21,0.71,1.51,1.27,0,63.16,0.33,-0.7,15.6,-0.08,39,1.11,-0.39,4.82,-1.89
2013-14,Nick Calathes,24,MEM,1172,SG,Slasher,Point of Attack,1.6,-0.26,-1.29,1.03,3.82,4.24,,28.77,14,79,257,108.63,56.44,66,1.79,3.98,2.82,,0.45,,20.5,1.08,100.02,40.3,99.62,46.61,96.72,50,50.72,35.71,0,0.89,0.03,-0.25,-0.21,0.02,-0.75,-0.56,-0.37,-0.23,-0.84,14.29,-0.48,-0.49,-0.48,14.29,-0.56,-0.37,-0.23,-0.84,0.75,34.05,-0.61,19.61,25.24,0.17,-0.59,37.52,4.33,0.52,-0.17,0,0.07,67.44,35.89,27.55,38.25,39.78,35.9,33.99,16,0.28,-0.49,-0.46,0.73,1.45,1.81,0,30.43,0.32,0.2,17.2,-0.06,32,1.15,0.19,3.46,-2.35
2017-18,Nick Collison,37,OKC,75,PF,Low Minute,Anchor Big,0,-1.34,-1.33,-0.02,3.82,4.74,,36.64,3,78,205,113.2,35,76.6,0,3.47,4.97,,-0.31,,18.69,-1.23,98.89,29.23,99.6,42.29,97.05,43.36,34.81,66.82,0,0,0.13,-1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,-0.66,-0.76,1.08,0,66.67,36.57,28.37,38.42,38.78,36.51,34,0,1.56,-0.94,-0.05,-0.46,0.5,1.74,0.55,42.86,0.47,-0.34,38.7,-0.3,,0,-1.64,-3.18,-4.92
2016-17,Nick Collison,36,OKC,128,PF,Roll + Cut Big,Anchor Big,0.1,-1.16,-1.2,0.04,3.82,4.51,99.7,32.54,1,77,200,113.65,37.14,62.2,0,5.1,2.7,,-0.11,,19.78,0.2,108.95,44.32,99.6,47.8,104.96,55.56,16.15,13.12,0,0,0,0,0,0,0,-0.84,-1.27,-0.01,-0.22,0,0,0,0,0,-0.84,-1.27,-0.01,-0.22,0.02,12.5,-1.09,4.35,25,0.12,-1.13,36.86,0,-0.72,-0.82,1.02,0,54.55,33.63,28.97,35.59,39,33.66,31,0,0,-0.54,0.42,-0.01,0.69,1.1,0.66,44.44,0.45,0.39,48.1,0.65,1,0.3,-1.31,0.07,-1.59
2015-16,Nick Collison,35,OKC,699,PF,Roll + Cut Big,Mobile Big,-0.1,-2.41,-2.88,0.47,3.82,4.8,96.81,17.68,11,80,250,100.07,41.82,68,1.14,5.83,2.29,,-0.26,,18.96,-0.39,97.89,34.82,99.59,40.83,100.61,47.35,43.98,63.4,0,0.63,0.01,-1.52,0,0,0,-0.76,-1.27,0,-0.19,0,0,0,0,0,-0.76,-1.27,0,-0.19,0.43,12.5,-1.12,1.83,24.2,0.23,-1,36.72,8.7,-0.03,-0.84,-0.79,0,48.39,32.73,26.28,34.52,37.65,32.93,31,7.77,0.24,-0.49,-0.19,-0.07,1.22,1.4,0,76.47,1.15,-0.01,39.8,0.41,9,0.33,-0.96,0.87,-3.26
2014-15,Nick Collison,34,OKC,1101,PF,Athletic Finisher,Mobile Big,1.6,-0.18,-1.33,1.15,3.82,5.07,101.17,24.81,6,84,240,93.76,39.1,53.9,4.27,5.42,2.78,,-0.33,,19.21,-0.36,100.66,41.59,99.58,45.01,102.36,55.98,11.59,38.64,0,0,0,0,-0.04,0.02,-0.27,-0.83,-0.93,-0.31,-1.06,0,-0.63,0.34,-0.63,0,-0.83,-0.93,-0.31,-1.06,0.88,17.5,-1.36,23.72,23.84,0.29,-0.72,34.68,6.12,-0.7,-1.31,-0.18,-0.12,55.56,34.32,26.98,36.58,39.69,34.39,31.02,8.96,0.32,-0.7,-0.32,0.19,0.67,1.01,-0.05,65.56,1.36,0.12,38.9,0.2,21,0.49,-0.86,-0.07,-0.78
2013-14,Nick Collison,33,OKC,1353,PF,Roll + Cut Big,Mobile Big,2.7,0.64,-0.4,1.04,3.82,4.55,102.01,24.21,6,84,245,91.82,39.74,59.4,5.03,5.29,3.28,,-0.47,,19.21,-0.49,97.53,36.07,99.57,48.49,100.03,52.11,23.08,34.65,0,0.45,0,0,0,0,0,-0.83,-1.11,-0.12,-0.6,0,0,0,0,0,-0.83,-1.11,-0.12,-0.6,0.55,12.5,-1.33,7.05,23.24,0.24,-0.92,37.11,23.33,-0.24,-0.89,-0.35,-0.01,60.29,35.16,26.78,37.97,39.24,35.14,32.22,11.61,0.1,0.05,-1.11,-0.1,0.66,1.38,-0.14,61.21,1.43,0.38,40.4,1.15,20,0.28,-1.53,0.68,0.47
2014-15,Nick Johnson,22,HOU,262,SG,Athletic Finisher,Point of Attack,-0.2,-3.4,-2.3,-1.1,3.82,4.2,100.51,34.91,9,79,220,105.68,40.91,75,8.01,4.75,2.52,,0.35,,20.26,1.08,111.68,50.59,99.57,42.56,106.02,52.62,18.16,140.27,0,-0.02,0,0,0.07,-0.22,0.13,-0.37,-0.45,-0.09,-0.35,40,-0.23,-1.05,-0.23,40,-0.37,-0.45,-0.09,-0.35,-0.7,21.25,-0.87,28,25.66,-0.23,-0.64,35,6.67,-0.31,-0.76,1.27,0.09,40,35.61,28.05,36.57,38.36,35.56,34,40.44,0.02,-0.51,1.43,0.47,0.83,1.6,0.16,53.85,0.46,0.24,34.8,-0.31,5,0.28,-0.93,-0.6,-5.97
2022-23,Nick Richards,25,CHO,1218,C,Roll + Cut Big,Anchor Big,1.4,-0.65,-0.9,0.25,3.82,4.89,99.97,41.82,11,75,190,106.3,43.33,62.3,3.04,4.58,4.72,12.39,-0.29,87.61,19.24,-0.44,88.48,25.45,99.56,43.32,99.54,44.91,20.75,41.01,0,0.37,0,0,0,0,0,-0.95,-1.36,0.03,-0.04,0,0,0,0,0,-0.95,-1.36,0.03,-0.04,-0.13,12.5,-1.05,0.32,25.6,-0.01,-1.17,37.24,26.67,-0.95,-0.89,-0.31,0,73.61,33.15,39.36,34.84,37.72,34.17,33,0,0,-0.45,1.11,-1.39,0.21,1.55,-0.29,69.39,2.26,0.23,46.2,0.34,10,0.03,0.84,-1.37,-0.79
2021-22,Nick Richards,24,CHO,367,C,Roll + Cut Big,Mobile Big,0.2,-1.68,-2.42,0.74,3.82,4.97,102.46,43.58,3,76,207,115.69,32.08,65.3,6.81,4.97,3.41,,0.16,,19.9,0.67,96.48,33.69,99.56,47.67,99.89,57.49,43.28,537.94,0,0.14,0.08,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36,0,-0.83,-0.7,0.81,0.01,61.54,36,28.32,38.47,39.67,36,34,28.98,0.05,-0.4,1.8,-0.84,0.56,1.58,0.34,76.47,0.68,0.11,45,0.43,7,0.19,-1.18,-1.68,-0.74
2020-21,Nick Richards,23,CHO,63,PF,Low Minute,Mobile Big,0,-2.06,-1.88,-0.18,3.82,4.65,99.72,30.56,2,77,206,104.16,50,67.5,0,4.01,4.01,,-0.29,,18.13,-2.21,93.37,26,99.55,49.84,101.78,60.72,43.02,232.51,0,0.35,0,0,0,0,0,-0.91,-1.26,-0.01,-0.39,0,0,0,0,0,-0.91,-1.26,-0.01,-0.39,0.2,12.5,-1.26,11.11,25.5,0.07,-1.22,37.85,0,-0.7,-0.81,-1.09,0,0,35,28.27,37.24,39.34,35,33,0,0,-0.12,1.47,-0.34,0.51,1.33,0,50,0.22,-0.64,40.6,-0.39,,0,-1.69,-0.65,-1.14
2023-24,Nick Richards,26,CHO,1759,C,Roll + Cut Big,Anchor Big,0.13,-2.35,-2.44,0.1,3.82,4.36,102.09,29.68,5,76,220,122.67,24.95,68.4,2.73,3.77,3.38,13.54,,86.46,20.37,0.21,89.81,28.95,99.55,39.82,95.58,41.35,59.96,287.45,3.83,-0.01,0.02,-0.15,0,0,0,-1.04,-1.37,-0.04,-0.3,0,0,0,0,0,-1.04,-1.37,-0.04,-0.3,-0.36,12.5,-1.28,0.27,26.4,-0.09,-1.3,37.85,10,-0.89,-0.64,0.83,0,71.7,35,30.13,37,38,35,33,0,0,-0.73,-0.12,-0.35,0.35,1.24,0.18,72.09,2.57,0.27,52.3,,20,0.13,0.91,,
2023-24,Nick Smith Jr.,19,CHO,729,SG,Secondary Ball Handler,Point of Attack,-0.59,-3.81,-2.17,-1.64,3.82,4.55,100.97,27.63,5,80,206,113.7,37.89,72.5,0.14,2.84,0.72,20,,80,20.16,-0.69,95.38,30.11,99.53,16.67,99.53,16.67,48.72,38.96,0,0.06,0,0,0.03,0.14,-0.26,0.45,-0.02,0.31,0.59,34.21,0.08,-0.18,0.08,34.21,0.45,-0.02,0.31,0.59,-0.01,45.83,0.39,50.52,26.09,-0.04,0.79,40.54,2.21,0.02,-0.28,0,0.14,46.67,36,28.39,38.71,40,36,34,0,0,-0.74,0.67,-0.87,0.81,1.21,0,5.56,0.35,-0.23,33.1,,4,0.31,-0.83,,
2018-19,Nick Young,33,DEN,37,SG,Low Minute,Low Activity,0,-2,-1.74,-0.26,3.82,4.5,96.15,42.2,5,73,180,115.22,33.33,59.1,0,3.97,0,,-0.33,,18.83,-2,99.83,30,99.53,16.67,99.53,16.67,23.08,3.53,0,0.01,0,0,0.02,0.05,-0.12,-0.14,-0.92,0.02,0,50,-0.5,0.08,-0.5,50,-0.14,-0.92,0.02,0,-0.35,37.5,-0.24,88.89,24.61,-0.15,-0.58,36.92,0,0,-0.76,0,0,0,33.75,26.27,35.04,37.65,34.02,33.99,31.06,0.2,-0.72,2.12,-0.39,0.8,1.24,0,0,0,0,30,-1.28,,0,-1.8,-6.1,-3.65
2017-18,Nick Young,32,GSW,1393,SG,Off Screen Shooter,Low Activity,0.1,-2.22,-0.3,-1.92,3.82,4.38,103.31,37.76,6,80,234,100.95,40.87,76.3,0.14,2.61,1.83,,-0.23,,18.93,-0.44,106.3,45.1,99.52,18.33,115.95,16.67,7.69,0,0,-0.02,0,0,0.26,-0.34,0.42,0.92,-0.01,0.49,0.64,33.66,0.52,-1.29,0.52,33.66,0.92,-0.01,0.49,0.64,-0.97,59.39,0.9,66.8,25.34,-0.45,0.98,38.76,7.25,-0.44,-0.27,0.16,-0.04,84.62,33.91,28.06,35.24,36.67,35.21,32.79,28.47,0.14,-0.32,1.6,-1.1,0.43,0.76,0.02,25,0.25,-0.29,35.6,-0.68,15,0.6,-1.23,-1.26,-0.85
2016-17,Nick Young,31,LAL,1556,SG,Off Screen Shooter,Wing Stopper,1.4,-0.93,0.6,-1.53,3.82,4.41,101.52,30.69,7,81,235,106.79,41.82,71.9,2.31,3.23,1.91,,0.43,,20.81,1.24,104.67,44.13,99.52,45.72,101.05,54.66,44.11,458.7,0.48,0.35,0.07,-1.57,0.36,-0.42,0.16,2.33,0.07,1.77,1.55,33.59,0.7,-0.82,0.7,33.59,2.33,0.07,1.77,1.55,-0.96,53.04,1.21,66.51,24.99,-0.51,2.75,40.7,8.49,0.04,-0.16,1.09,-0.04,77.78,32.95,27.01,35.24,38.88,33.33,33.03,22.05,0.25,-0.95,1.57,-0.53,0.26,0.75,0.03,28,0.42,0.66,25.4,-0.09,25,0.28,-1.36,-1.51,2
2015-16,Nick Young,30,LAL,1033,SG,Off Screen Shooter,Low Activity,0.1,-2.15,-0.27,-1.88,3.82,4.39,101.29,33.12,12,80,246,100.15,42.34,62.4,2.23,1.85,1.67,,-0.2,,18.76,-0.35,100.41,39.72,99.52,40.58,103.16,54.84,20.09,291.42,0,0.09,-0.15,-0.89,0.05,-0.32,-0.02,0.59,0.58,-0.06,-0.19,32.18,0.66,-1.05,0.66,32.18,0.59,0.58,-0.06,-0.19,-1.55,58.35,0.56,63.71,25.06,-0.55,0.49,35.34,11.76,0,-0.44,-0.01,0.1,50,32.77,26.57,34.8,38.45,32.93,32.27,12.42,0.23,-0.93,0.58,-0.63,0.33,0.97,-0.02,21.43,0.26,0.32,31.1,-0.32,11,0.44,-1.14,-3.41,-0.77
2014-15,Nick Young,29,LAL,1000,SG,Shot Creator,Wing Stopper,1.2,-0.42,0.72,-1.14,3.82,4.89,92.31,26.61,4,80,235,94.55,38.33,51.6,0,3.15,3.87,,0.14,,19.31,0.26,104.15,42.86,99.52,37.09,112.44,46.3,47.79,334.77,1.16,-0.28,-0.09,0.47,1.34,-0.51,1.49,2.54,2.4,1.28,1.42,36.97,3.41,-1.66,3.41,36.97,2.54,2.4,1.28,1.42,-2.81,63.77,1.67,47.27,25.43,-0.65,0.68,36.56,7.44,-0.68,-0.3,-0.28,0.34,33.33,31.84,26.63,33.71,38.81,32.13,32.9,23.59,0.14,-1.11,2.29,-0.94,0.5,1.26,-0.25,23.53,0.4,0.22,18.2,0.16,15,0.3,-1.03,-1.78,1.76
2013-14,Nick Young,28,LAL,1809,SG,Shot Creator,Chaser,2.1,-0.57,1.54,-2.11,3.82,4.87,101.1,32.56,2,84,240,100.71,50.9,55.9,1.27,3.18,4.27,,0.13,,19.3,0.25,103.45,45.38,99.52,42.3,97.6,45.95,51.04,179.13,0,0.27,0,-1.18,1.23,-0.45,1.25,2.11,0.93,1.52,1.38,36.21,1.97,-1.98,1.97,36.21,2.11,0.93,1.52,1.38,-2.04,53.51,1.26,39.37,25.22,-0.56,1.37,39.22,7.69,0.31,1.1,1.04,0.08,66.67,33.3,26.56,34.66,36.65,34.14,32.4,21.93,0.27,-0.75,0.24,-0.11,0.64,1.33,0.09,24.14,0.45,0,25.1,-0.17,30,0.33,-1.26,-1.5,2.38
2022-23,Nickeil Alexander-Walker,24,UTA/MIN,884,SG,Secondary Ball Handler,Point of Attack,0.9,-0.89,-0.84,-0.05,3.82,4.59,82.24,24.67,1,81,235,168.09,20,44.2,0.68,3.59,2.81,21.57,0.27,78.43,21.71,1.08,116.79,55.96,99.5,53.22,101.8,61.11,25.15,447.65,0,0.93,0,0,0.17,0.12,0.26,0.16,-0.05,0.09,0.07,40.82,0.19,1.4,0.19,40.82,0.16,-0.05,0.09,0.07,0.78,46.31,0.15,53.9,50.57,-0.02,0.04,36.49,5.36,-0.33,-0.25,0,0.04,60,32.78,26.16,34.56,38.79,33.03,32.27,20.81,0.48,-0.83,0.64,0.32,0.91,1.31,0,26.67,0.25,0.65,37.9,-0.04,14,0.73,-0.59,2.99,-0.46
